id,bus_code,direction,name,deviation_seconds,updated_at,scheduled_timestamp,our_snapshot_time
19ccff4a-1f94-4727-9cd1-69034ad2650f,N1508,Verona (Porta Nuova),Naples - MXP ✈ - BGY ✈,1682.0,2026-05-20T23:04:05Z,2026-05-21T00:50:00Z,2026-05-21T01:08:31
8c600c08-9251-4a09-8789-152162b94a9b,474,Como,Como - Savona,,,2026-05-21T03:00:00Z,2026-05-21T01:08:31
46bb792b-9750-436d-96c1-e86faeff435d,N504,Geneva (central bus station),Geneva - Turin - Perugia,346.0,2026-05-20T23:05:23Z,2026-05-21T03:10:00Z,2026-05-21T01:08:31
cd163030-dab8-4960-bd62-9791fb9b2f76,N728,Barcelona (Bus Terminal Nord),Munich/Genoa - Barcelona,,,2026-05-21T03:15:00Z,2026-05-21T01:08:31
1e3f4b6f-e070-4715-b9ca-3234b446f8f5,N503,Turin (Vittorio Emanuele),Turin - Genoa - Rome,0.0,2026-05-20T23:09:47Z,2026-05-21T03:20:00Z,2026-05-21T01:08:31
3e6f94ad-baff-42d0-af87-0a8a2b06c06c,408,Bolzano South (Stazione FS),Genoa - Bozen,,,2026-05-21T04:00:00Z,2026-05-21T01:08:31
859325e2-0b4b-4aaa-b624-ed8ab8d269e5,N482,Marseille Airport (Bus Station),Marseille - Zagreb,576.0,2026-05-20T23:08:16Z,2026-05-21T04:50:00Z,2026-05-21T01:08:31
c53d0098-45f1-4259-a360-3ea8f69a56b7,N523,Marseille (Saint-Charles),Naples - Rome - Marseille,786.0,2026-05-20T22:06:24Z,2026-05-21T00:30:00Z,2026-05-21T01:18:31
d30f5b59-737b-4820-a205-e0228a7565f0,N523,Rome Tiburtina Bus station,Naples - Rome - Marseille,1600.0,2026-05-20T23:18:36Z,2026-05-21T00:30:00Z,2026-05-21T01:18:31
f64000ad-4959-405e-940c-eef0e858adda,N1508,Naples (FS Park Stazione Centrale),Naples - MXP ✈ - BGY ✈,2354.0,2026-05-20T23:17:17Z,2026-05-21T00:45:00Z,2026-05-21T01:18:31
19ccff4a-1f94-4727-9cd1-69034ad2650f,N1508,Verona (Porta Nuova),Naples - MXP ✈ - BGY ✈,1875.0,2026-05-20T23:14:18Z,2026-05-21T00:50:00Z,2026-05-21T01:18:31
8c600c08-9251-4a09-8789-152162b94a9b,474,Como,Como - Savona,,,2026-05-21T03:00:00Z,2026-05-21T01:18:31
46bb792b-9750-436d-96c1-e86faeff435d,N504,Geneva (central bus station),Geneva - Turin - Perugia,514.0,2026-05-20T23:15:53Z,2026-05-21T03:10:00Z,2026-05-21T01:18:31
cd163030-dab8-4960-bd62-9791fb9b2f76,N728,Barcelona (Bus Terminal Nord),Munich/Genoa - Barcelona,,,2026-05-21T03:15:00Z,2026-05-21T01:18:31
1e3f4b6f-e070-4715-b9ca-3234b446f8f5,N503,Turin (Vittorio Emanuele),Turin - Genoa - Rome,0.0,2026-05-20T23:20:08Z,2026-05-21T03:20:00Z,2026-05-21T01:18:31
3e6f94ad-baff-42d0-af87-0a8a2b06c06c,408,Bolzano South (Stazione FS),Genoa - Bozen,,,2026-05-21T04:00:00Z,2026-05-21T01:18:31
859325e2-0b4b-4aaa-b624-ed8ab8d269e5,N482,Marseille Airport (Bus Station),Marseille - Zagreb,576.0,2026-05-20T23:08:16Z,2026-05-21T04:50:00Z,2026-05-21T01:18:31
c53d0098-45f1-4259-a360-3ea8f69a56b7,N523,Marseille (Saint-Charles),Naples - Rome - Marseille,786.0,2026-05-20T22:06:24Z,2026-05-21T00:30:00Z,2026-05-21T01:28:32
d30f5b59-737b-4820-a205-e0228a7565f0,N523,Rome Tiburtina Bus station,Naples - Rome - Marseille,1368.0,2026-05-20T23:28:47Z,2026-05-21T00:30:00Z,2026-05-21T01:28:32
f64000ad-4959-405e-940c-eef0e858adda,N1508,Naples (FS Park Stazione Centrale),Naples - MXP ✈ - BGY ✈,2174.0,2026-05-20T23:29:23Z,2026-05-21T00:45:00Z,2026-05-21T01:28:32
19ccff4a-1f94-4727-9cd1-69034ad2650f,N1508,Verona (Porta Nuova),Naples - MXP ✈ - BGY ✈,1918.0,2026-05-20T23:26:52Z,2026-05-21T00:50:00Z,2026-05-21T01:28:32
8c600c08-9251-4a09-8789-152162b94a9b,474,Como,Como - Savona,,,2026-05-21T03:00:00Z,2026-05-21T01:28:32
46bb792b-9750-436d-96c1-e86faeff435d,N504,Geneva (central bus station),Geneva - Turin - Perugia,514.0,2026-05-20T23:15:53Z,2026-05-21T03:10:00Z,2026-05-21T01:28:32
cd163030-dab8-4960-bd62-9791fb9b2f76,N728,Barcelona (Bus Terminal Nord),Munich/Genoa - Barcelona,,,2026-05-21T03:15:00Z,2026-05-21T01:28:32
1e3f4b6f-e070-4715-b9ca-3234b446f8f5,N503,Turin (Vittorio Emanuele),Turin - Genoa - Rome,0.0,2026-05-20T23:30:27Z,2026-05-21T03:20:00Z,2026-05-21T01:28:32
3e6f94ad-baff-42d0-af87-0a8a2b06c06c,408,Bolzano South (Stazione FS),Genoa - Bozen,,,2026-05-21T04:00:00Z,2026-05-21T01:28:32
859325e2-0b4b-4aaa-b624-ed8ab8d269e5,N482,Marseille Airport (Bus Station),Marseille - Zagreb,436.0,2026-05-20T23:29:22Z,2026-05-21T04:50:00Z,2026-05-21T01:28:32
c53d0098-45f1-4259-a360-3ea8f69a56b7,N523,Marseille (Saint-Charles),Naples - Rome - Marseille,786.0,2026-05-20T22:06:24Z,2026-05-21T00:30:00Z,2026-05-21T01:38:32
d30f5b59-737b-4820-a205-e0228a7565f0,N523,Rome Tiburtina Bus station,Naples - Rome - Marseille,1368.0,2026-05-20T23:28:47Z,2026-05-21T00:30:00Z,2026-05-21T01:38:32
f64000ad-4959-405e-940c-eef0e858adda,N1508,Naples (FS Park Stazione Centrale),Naples - MXP ✈ - BGY ✈,2033.0,2026-05-20T23:40:54Z,2026-05-21T00:45:00Z,2026-05-21T01:38:32
19ccff4a-1f94-4727-9cd1-69034ad2650f,N1508,Verona (Porta Nuova),Naples - MXP ✈ - BGY ✈,1385.0,2026-05-20T23:37:52Z,2026-05-21T00:50:00Z,2026-05-21T01:38:32
8c600c08-9251-4a09-8789-152162b94a9b,474,Como,Como - Savona,,,2026-05-21T03:00:00Z,2026-05-21T01:38:32
46bb792b-9750-436d-96c1-e86faeff435d,N504,Geneva (central bus station),Geneva - Turin - Perugia,514.0,2026-05-20T23:15:53Z,2026-05-21T03:10:00Z,2026-05-21T01:38:32
cd163030-dab8-4960-bd62-9791fb9b2f76,N728,Barcelona (Bus Terminal Nord),Munich/Genoa - Barcelona,,,2026-05-21T03:15:00Z,2026-05-21T01:38:32
1e3f4b6f-e070-4715-b9ca-3234b446f8f5,N503,Turin (Vittorio Emanuele),Turin - Genoa - Rome,0.0,2026-05-20T23:30:27Z,2026-05-21T03:20:00Z,2026-05-21T01:38:32
3e6f94ad-baff-42d0-af87-0a8a2b06c06c,408,Bolzano South (Stazione FS),Genoa - Bozen,,,2026-05-21T04:00:00Z,2026-05-21T01:38:32
859325e2-0b4b-4aaa-b624-ed8ab8d269e5,N482,Marseille Airport (Bus Station),Marseille - Zagreb,428.0,2026-05-20T23:40:52Z,2026-05-21T04:50:00Z,2026-05-21T01:38:32
d30f5b59-737b-4820-a205-e0228a7565f0,N523,Rome Tiburtina Bus station,Naples - Rome - Marseille,1368.0,2026-05-20T23:28:47Z,2026-05-21T00:30:00Z,2026-05-21T01:48:32
f64000ad-4959-405e-940c-eef0e858adda,N1508,Naples (FS Park Stazione Centrale),Naples - MXP ✈ - BGY ✈,2100.0,2026-05-20T23:51:54Z,2026-05-21T00:45:00Z,2026-05-21T01:48:32
19ccff4a-1f94-4727-9cd1-69034ad2650f,N1508,Verona (Porta Nuova),Naples - MXP ✈ - BGY ✈,1385.0,2026-05-20T23:37:52Z,2026-05-21T00:50:00Z,2026-05-21T01:48:32
8c600c08-9251-4a09-8789-152162b94a9b,474,Como,Como - Savona,,,2026-05-21T03:00:00Z,2026-05-21T01:48:32
46bb792b-9750-436d-96c1-e86faeff435d,N504,Geneva (central bus station),Geneva - Turin - Perugia,398.0,2026-05-20T23:44:52Z,2026-05-21T03:10:00Z,2026-05-21T01:48:32
cd163030-dab8-4960-bd62-9791fb9b2f76,N728,Barcelona (Bus Terminal Nord),Munich/Genoa - Barcelona,,,2026-05-21T03:15:00Z,2026-05-21T01:48:32
1e3f4b6f-e070-4715-b9ca-3234b446f8f5,N503,Turin (Vittorio Emanuele),Turin - Genoa - Rome,0.0,2026-05-20T23:51:19Z,2026-05-21T03:20:00Z,2026-05-21T01:48:32
3e6f94ad-baff-42d0-af87-0a8a2b06c06c,408,Bolzano South (Stazione FS),Genoa - Bozen,,,2026-05-21T04:00:00Z,2026-05-21T01:48:32
859325e2-0b4b-4aaa-b624-ed8ab8d269e5,N482,Marseille Airport (Bus Station),Marseille - Zagreb,435.0,2026-05-20T23:51:53Z,2026-05-21T04:50:00Z,2026-05-21T01:48:32
f64000ad-4959-405e-940c-eef0e858adda,N1508,Naples (FS Park Stazione Centrale),Naples - MXP ✈ - BGY ✈,2100.0,2026-05-20T23:51:54Z,2026-05-21T00:45:00Z,2026-05-21T01:58:33
19ccff4a-1f94-4727-9cd1-69034ad2650f,N1508,Verona (Porta Nuova),Naples - MXP ✈ - BGY ✈,892.0,2026-05-20T23:56:55Z,2026-05-21T00:50:00Z,2026-05-21T01:58:33
8c600c08-9251-4a09-8789-152162b94a9b,474,Como,Como - Savona,,,2026-05-21T03:00:00Z,2026-05-21T01:58:33
46bb792b-9750-436d-96c1-e86faeff435d,N504,Geneva (central bus station),Geneva - Turin - Perugia,304.0,2026-05-20T23:55:22Z,2026-05-21T03:10:00Z,2026-05-21T01:58:33
cd163030-dab8-4960-bd62-9791fb9b2f76,N728,Barcelona (Bus Terminal Nord),Munich/Genoa - Barcelona,,,2026-05-21T03:15:00Z,2026-05-21T01:58:33
1e3f4b6f-e070-4715-b9ca-3234b446f8f5,N503,Turin (Vittorio Emanuele),Turin - Genoa - Rome,0.0,2026-05-21T00:01:41Z,2026-05-21T03:20:00Z,2026-05-21T01:58:33
3e6f94ad-baff-42d0-af87-0a8a2b06c06c,408,Bolzano South (Stazione FS),Genoa - Bozen,,,2026-05-21T04:00:00Z,2026-05-21T01:58:33
859325e2-0b4b-4aaa-b624-ed8ab8d269e5,N482,Marseille Airport (Bus Station),Marseille - Zagreb,435.0,2026-05-20T23:51:53Z,2026-05-21T04:50:00Z,2026-05-21T01:58:33
f64000ad-4959-405e-940c-eef0e858adda,N1508,Naples (FS Park Stazione Centrale),Naples - MXP ✈ - BGY ✈,2105.0,2026-05-21T00:03:54Z,2026-05-21T00:45:00Z,2026-05-21T02:08:33
8c600c08-9251-4a09-8789-152162b94a9b,474,Como,Como - Savona,,,2026-05-21T03:00:00Z,2026-05-21T02:08:33
46bb792b-9750-436d-96c1-e86faeff435d,N504,Geneva (central bus station),Geneva - Turin - Perugia,274.0,2026-05-21T00:05:52Z,2026-05-21T03:10:00Z,2026-05-21T02:08:33
cd163030-dab8-4960-bd62-9791fb9b2f76,N728,Barcelona (Bus Terminal Nord),Munich/Genoa - Barcelona,,,2026-05-21T03:15:00Z,2026-05-21T02:08:33
1e3f4b6f-e070-4715-b9ca-3234b446f8f5,N503,Turin (Vittorio Emanuele),Turin - Genoa - Rome,0.0,2026-05-21T00:12:04Z,2026-05-21T03:20:00Z,2026-05-21T02:08:33
3e6f94ad-baff-42d0-af87-0a8a2b06c06c,408,Bolzano South (Stazione FS),Genoa - Bozen,,,2026-05-21T04:00:00Z,2026-05-21T02:08:33
859325e2-0b4b-4aaa-b624-ed8ab8d269e5,N482,Marseille Airport (Bus Station),Marseille - Zagreb,426.0,2026-05-21T00:03:54Z,2026-05-21T04:50:00Z,2026-05-21T02:08:33
273b4ddb-f637-4760-8e3d-68443fa8608f,495,Como,Como - Milan MXP ✈ - Genoa,,,2026-05-21T06:00:00Z,2026-05-21T02:08:33
9565d91d-e2a6-42dc-92fc-5bd025d689d6,N1503,Paris (Pershing - Porte Maillot),Paris - Turin - Naples,0.0,2026-05-20T19:54:55Z,2026-05-21T06:05:00Z,2026-05-21T02:08:33
f64000ad-4959-405e-940c-eef0e858adda,N1508,Naples (FS Park Stazione Centrale),Naples - MXP ✈ - BGY ✈,2304.0,2026-05-21T00:14:51Z,2026-05-21T00:45:00Z,2026-05-21T02:18:33
8c600c08-9251-4a09-8789-152162b94a9b,474,Como,Como - Savona,,,2026-05-21T03:00:00Z,2026-05-21T02:18:33
46bb792b-9750-436d-96c1-e86faeff435d,N504,Geneva (central bus station),Geneva - Turin - Perugia,286.0,2026-05-21T00:17:22Z,2026-05-21T03:10:00Z,2026-05-21T02:18:33
cd163030-dab8-4960-bd62-9791fb9b2f76,N728,Barcelona (Bus Terminal Nord),Munich/Genoa - Barcelona,,,2026-05-21T03:15:00Z,2026-05-21T02:18:33
1e3f4b6f-e070-4715-b9ca-3234b446f8f5,N503,Turin (Vittorio Emanuele),Turin - Genoa - Rome,0.0,2026-05-21T00:22:06Z,2026-05-21T03:20:00Z,2026-05-21T02:18:33
3e6f94ad-baff-42d0-af87-0a8a2b06c06c,408,Bolzano South (Stazione FS),Genoa - Bozen,,,2026-05-21T04:00:00Z,2026-05-21T02:18:33
859325e2-0b4b-4aaa-b624-ed8ab8d269e5,N482,Marseille Airport (Bus Station),Marseille - Zagreb,345.0,2026-05-21T00:14:51Z,2026-05-21T04:50:00Z,2026-05-21T02:18:33
273b4ddb-f637-4760-8e3d-68443fa8608f,495,Como,Como - Milan MXP ✈ - Genoa,,,2026-05-21T06:00:00Z,2026-05-21T02:18:33
9565d91d-e2a6-42dc-92fc-5bd025d689d6,N1503,Paris (Pershing - Porte Maillot),Paris - Turin - Naples,0.0,2026-05-20T19:54:55Z,2026-05-21T06:05:00Z,2026-05-21T02:18:33
8c600c08-9251-4a09-8789-152162b94a9b,474,Como,Como - Savona,,,2026-05-21T03:00:00Z,2026-05-21T02:28:34
46bb792b-9750-436d-96c1-e86faeff435d,N504,Geneva (central bus station),Geneva - Turin - Perugia,4.0,2026-05-21T00:27:23Z,2026-05-21T03:10:00Z,2026-05-21T02:28:34
cd163030-dab8-4960-bd62-9791fb9b2f76,N728,Barcelona (Bus Terminal Nord),Munich/Genoa - Barcelona,,,2026-05-21T03:15:00Z,2026-05-21T02:28:34
1e3f4b6f-e070-4715-b9ca-3234b446f8f5,N503,Turin (Vittorio Emanuele),Turin - Genoa - Rome,0.0,2026-05-21T00:22:06Z,2026-05-21T03:20:00Z,2026-05-21T02:28:34
3e6f94ad-baff-42d0-af87-0a8a2b06c06c,408,Bolzano South (Stazione FS),Genoa - Bozen,,,2026-05-21T04:00:00Z,2026-05-21T02:28:34
859325e2-0b4b-4aaa-b624-ed8ab8d269e5,N482,Marseille Airport (Bus Station),Marseille - Zagreb,296.0,2026-05-21T00:25:15Z,2026-05-21T04:50:00Z,2026-05-21T02:28:34
273b4ddb-f637-4760-8e3d-68443fa8608f,495,Como,Como - Milan MXP ✈ - Genoa,,,2026-05-21T06:00:00Z,2026-05-21T02:28:34
9565d91d-e2a6-42dc-92fc-5bd025d689d6,N1503,Paris (Pershing - Porte Maillot),Paris - Turin - Naples,0.0,2026-05-20T19:54:55Z,2026-05-21T06:05:00Z,2026-05-21T02:28:34
8c600c08-9251-4a09-8789-152162b94a9b,474,Como,Como - Savona,,,2026-05-21T03:00:00Z,2026-05-21T02:38:34
46bb792b-9750-436d-96c1-e86faeff435d,N504,Geneva (central bus station),Geneva - Turin - Perugia,304.0,2026-05-21T00:38:22Z,2026-05-21T03:10:00Z,2026-05-21T02:38:34
cd163030-dab8-4960-bd62-9791fb9b2f76,N728,Barcelona (Bus Terminal Nord),Munich/Genoa - Barcelona,,,2026-05-21T03:15:00Z,2026-05-21T02:38:34
1e3f4b6f-e070-4715-b9ca-3234b446f8f5,N503,Turin (Vittorio Emanuele),Turin - Genoa - Rome,0.0,2026-05-21T00:32:24Z,2026-05-21T03:20:00Z,2026-05-21T02:38:34
3e6f94ad-baff-42d0-af87-0a8a2b06c06c,408,Bolzano South (Stazione FS),Genoa - Bozen,,,2026-05-21T04:00:00Z,2026-05-21T02:38:34
859325e2-0b4b-4aaa-b624-ed8ab8d269e5,N482,Marseille Airport (Bus Station),Marseille - Zagreb,214.0,2026-05-21T00:35:42Z,2026-05-21T04:50:00Z,2026-05-21T02:38:34
273b4ddb-f637-4760-8e3d-68443fa8608f,495,Como,Como - Milan MXP ✈ - Genoa,,,2026-05-21T06:00:00Z,2026-05-21T02:38:34
9565d91d-e2a6-42dc-92fc-5bd025d689d6,N1503,Paris (Pershing - Porte Maillot),Paris - Turin - Naples,0.0,2026-05-20T19:54:55Z,2026-05-21T06:05:00Z,2026-05-21T02:38:34
1ad61f9f-c677-4a33-a024-bc1b0b7aa2c6,510,Rome Tiburtina Bus station,Genoa - Rome,,,2026-05-21T06:30:00Z,2026-05-21T02:38:34
8c600c08-9251-4a09-8789-152162b94a9b,474,Como,Como - Savona,,,2026-05-21T03:00:00Z,2026-05-21T02:48:34
46bb792b-9750-436d-96c1-e86faeff435d,N504,Geneva (central bus station),Geneva - Turin - Perugia,808.0,2026-05-21T00:51:35Z,2026-05-21T03:10:00Z,2026-05-21T02:48:34
cd163030-dab8-4960-bd62-9791fb9b2f76,N728,Barcelona (Bus Terminal Nord),Munich/Genoa - Barcelona,,,2026-05-21T03:15:00Z,2026-05-21T02:48:34
1e3f4b6f-e070-4715-b9ca-3234b446f8f5,N503,Turin (Vittorio Emanuele),Turin - Genoa - Rome,0.0,2026-05-21T00:43:03Z,2026-05-21T03:20:00Z,2026-05-21T02:48:34
3e6f94ad-baff-42d0-af87-0a8a2b06c06c,408,Bolzano South (Stazione FS),Genoa - Bozen,,,2026-05-21T04:00:00Z,2026-05-21T02:48:34
859325e2-0b4b-4aaa-b624-ed8ab8d269e5,N482,Marseille Airport (Bus Station),Marseille - Zagreb,748.0,2026-05-21T00:47:25Z,2026-05-21T04:50:00Z,2026-05-21T02:48:34
273b4ddb-f637-4760-8e3d-68443fa8608f,495,Como,Como - Milan MXP ✈ - Genoa,,,2026-05-21T06:00:00Z,2026-05-21T02:48:34
9565d91d-e2a6-42dc-92fc-5bd025d689d6,N1503,Paris (Pershing - Porte Maillot),Paris - Turin - Naples,0.0,2026-05-20T19:54:55Z,2026-05-21T06:05:00Z,2026-05-21T02:48:34
1ad61f9f-c677-4a33-a024-bc1b0b7aa2c6,510,Rome Tiburtina Bus station,Genoa - Rome,,,2026-05-21T06:30:00Z,2026-05-21T02:48:34
351c08e9-4d2a-4ee6-a238-bf9ecb53cb27,N758,Florence (Villa Costanza),Florence - Barcelona,0.0,2026-05-20T17:55:43Z,2026-05-21T06:40:00Z,2026-05-21T02:48:34
2968a331-76f9-410a-8be6-f59382e537b4,500,Milan (Lampugnano bus station),Milan - Genoa/Rome/Aprilia,,,2026-05-21T06:40:00Z,2026-05-21T02:48:34
8c600c08-9251-4a09-8789-152162b94a9b,474,Como,Como - Savona,,,2026-05-21T03:00:00Z,2026-05-21T02:58:35
46bb792b-9750-436d-96c1-e86faeff435d,N504,Geneva (central bus station),Geneva - Turin - Perugia,808.0,2026-05-21T00:51:35Z,2026-05-21T03:10:00Z,2026-05-21T02:58:35
cd163030-dab8-4960-bd62-9791fb9b2f76,N728,Barcelona (Bus Terminal Nord),Munich/Genoa - Barcelona,,,2026-05-21T03:15:00Z,2026-05-21T02:58:35
1e3f4b6f-e070-4715-b9ca-3234b446f8f5,N503,Turin (Vittorio Emanuele),Turin - Genoa - Rome,0.0,2026-05-21T00:53:07Z,2026-05-21T03:20:00Z,2026-05-21T02:58:35
3e6f94ad-baff-42d0-af87-0a8a2b06c06c,408,Bolzano South (Stazione FS),Genoa - Bozen,,,2026-05-21T04:00:00Z,2026-05-21T02:58:35
859325e2-0b4b-4aaa-b624-ed8ab8d269e5,N482,Marseille Airport (Bus Station),Marseille - Zagreb,772.0,2026-05-21T00:57:21Z,2026-05-21T04:50:00Z,2026-05-21T02:58:35
273b4ddb-f637-4760-8e3d-68443fa8608f,495,Como,Como - Milan MXP ✈ - Genoa,,,2026-05-21T06:00:00Z,2026-05-21T02:58:35
9565d91d-e2a6-42dc-92fc-5bd025d689d6,N1503,Paris (Pershing - Porte Maillot),Paris - Turin - Naples,0.0,2026-05-20T19:54:55Z,2026-05-21T06:05:00Z,2026-05-21T02:58:35
1ad61f9f-c677-4a33-a024-bc1b0b7aa2c6,510,Rome Tiburtina Bus station,Genoa - Rome,,,2026-05-21T06:30:00Z,2026-05-21T02:58:35
351c08e9-4d2a-4ee6-a238-bf9ecb53cb27,N758,Florence (Villa Costanza),Florence - Barcelona,0.0,2026-05-20T17:55:43Z,2026-05-21T06:40:00Z,2026-05-21T02:58:35
2968a331-76f9-410a-8be6-f59382e537b4,500,Milan (Lampugnano bus station),Milan - Genoa/Rome/Aprilia,,,2026-05-21T06:40:00Z,2026-05-21T02:58:35
8c600c08-9251-4a09-8789-152162b94a9b,474,Como,Como - Savona,,,2026-05-21T03:00:00Z,2026-05-21T03:08:35
46bb792b-9750-436d-96c1-e86faeff435d,N504,Geneva (central bus station),Geneva - Turin - Perugia,876.0,2026-05-21T01:02:51Z,2026-05-21T03:10:00Z,2026-05-21T03:08:35
cd163030-dab8-4960-bd62-9791fb9b2f76,N728,Barcelona (Bus Terminal Nord),Munich/Genoa - Barcelona,,,2026-05-21T03:15:00Z,2026-05-21T03:08:35
1e3f4b6f-e070-4715-b9ca-3234b446f8f5,N503,Turin (Vittorio Emanuele),Turin - Genoa - Rome,0.0,2026-05-21T01:03:32Z,2026-05-21T03:20:00Z,2026-05-21T03:08:35
3e6f94ad-baff-42d0-af87-0a8a2b06c06c,408,Bolzano South (Stazione FS),Genoa - Bozen,,,2026-05-21T04:00:00Z,2026-05-21T03:08:35
859325e2-0b4b-4aaa-b624-ed8ab8d269e5,N482,Marseille Airport (Bus Station),Marseille - Zagreb,752.0,2026-05-21T01:08:21Z,2026-05-21T04:50:00Z,2026-05-21T03:08:35
273b4ddb-f637-4760-8e3d-68443fa8608f,495,Como,Como - Milan MXP ✈ - Genoa,,,2026-05-21T06:00:00Z,2026-05-21T03:08:35
9565d91d-e2a6-42dc-92fc-5bd025d689d6,N1503,Paris (Pershing - Porte Maillot),Paris - Turin - Naples,0.0,2026-05-20T19:54:55Z,2026-05-21T06:05:00Z,2026-05-21T03:08:35
1ad61f9f-c677-4a33-a024-bc1b0b7aa2c6,510,Rome Tiburtina Bus station,Genoa - Rome,,,2026-05-21T06:30:00Z,2026-05-21T03:08:35
351c08e9-4d2a-4ee6-a238-bf9ecb53cb27,N758,Florence (Villa Costanza),Florence - Barcelona,0.0,2026-05-20T17:55:43Z,2026-05-21T06:40:00Z,2026-05-21T03:08:35
2968a331-76f9-410a-8be6-f59382e537b4,500,Milan (Lampugnano bus station),Milan - Genoa/Rome/Aprilia,,,2026-05-21T06:40:00Z,2026-05-21T03:08:35
8c600c08-9251-4a09-8789-152162b94a9b,474,Como,Como - Savona,,,2026-05-21T03:00:00Z,2026-05-21T03:18:35
46bb792b-9750-436d-96c1-e86faeff435d,N504,Geneva (central bus station),Geneva - Turin - Perugia,786.0,2026-05-21T01:13:22Z,2026-05-21T03:10:00Z,2026-05-21T03:18:35
cd163030-dab8-4960-bd62-9791fb9b2f76,N728,Barcelona (Bus Terminal Nord),Munich/Genoa - Barcelona,,,2026-05-21T03:15:00Z,2026-05-21T03:18:35
1e3f4b6f-e070-4715-b9ca-3234b446f8f5,N503,Turin (Vittorio Emanuele),Turin - Genoa - Rome,468.0,2026-05-21T01:13:50Z,2026-05-21T03:20:00Z,2026-05-21T03:18:35
3e6f94ad-baff-42d0-af87-0a8a2b06c06c,408,Bolzano South (Stazione FS),Genoa - Bozen,,,2026-05-21T04:00:00Z,2026-05-21T03:18:35
859325e2-0b4b-4aaa-b624-ed8ab8d269e5,N482,Marseille Airport (Bus Station),Marseille - Zagreb,752.0,2026-05-21T01:08:21Z,2026-05-21T04:50:00Z,2026-05-21T03:18:35
273b4ddb-f637-4760-8e3d-68443fa8608f,495,Como,Como - Milan MXP ✈ - Genoa,,,2026-05-21T06:00:00Z,2026-05-21T03:18:35
9565d91d-e2a6-42dc-92fc-5bd025d689d6,N1503,Paris (Pershing - Porte Maillot),Paris - Turin - Naples,0.0,2026-05-20T19:54:55Z,2026-05-21T06:05:00Z,2026-05-21T03:18:35
1ad61f9f-c677-4a33-a024-bc1b0b7aa2c6,510,Rome Tiburtina Bus station,Genoa - Rome,,,2026-05-21T06:30:00Z,2026-05-21T03:18:35
351c08e9-4d2a-4ee6-a238-bf9ecb53cb27,N758,Florence (Villa Costanza),Florence - Barcelona,0.0,2026-05-21T01:14:23Z,2026-05-21T06:40:00Z,2026-05-21T03:18:35
2968a331-76f9-410a-8be6-f59382e537b4,500,Milan (Lampugnano bus station),Milan - Genoa/Rome/Aprilia,,,2026-05-21T06:40:00Z,2026-05-21T03:18:35
1de7068b-7bdd-443a-b07f-1e9d52c715b2,N1501,Nice Airport (Bus Station - Terminal 1),Sala Consilina - Nice Airport,0.0,2026-05-20T17:52:23Z,2026-05-21T07:15:00Z,2026-05-21T03:18:35
b087d467-7f3a-4f2b-af9a-6dbb1b6accef,536,Venice (Tronchetto),Venice - Florence - Genoa,,,2026-05-21T07:15:00Z,2026-05-21T03:18:35
8c600c08-9251-4a09-8789-152162b94a9b,474,Como,Como - Savona,,,2026-05-21T03:00:00Z,2026-05-21T03:28:36
46bb792b-9750-436d-96c1-e86faeff435d,N504,Geneva (central bus station),Geneva - Turin - Perugia,759.0,2026-05-21T01:23:53Z,2026-05-21T03:10:00Z,2026-05-21T03:28:36
cd163030-dab8-4960-bd62-9791fb9b2f76,N728,Barcelona (Bus Terminal Nord),Munich/Genoa - Barcelona,,,2026-05-21T03:15:00Z,2026-05-21T03:28:36
1e3f4b6f-e070-4715-b9ca-3234b446f8f5,N503,Turin (Vittorio Emanuele),Turin - Genoa - Rome,685.0,2026-05-21T01:24:27Z,2026-05-21T03:20:00Z,2026-05-21T03:28:36
3e6f94ad-baff-42d0-af87-0a8a2b06c06c,408,Bolzano South (Stazione FS),Genoa - Bozen,,,2026-05-21T04:00:00Z,2026-05-21T03:28:36
859325e2-0b4b-4aaa-b624-ed8ab8d269e5,N482,Marseille Airport (Bus Station),Marseille - Zagreb,1082.0,2026-05-21T01:25:58Z,2026-05-21T04:50:00Z,2026-05-21T03:28:36
273b4ddb-f637-4760-8e3d-68443fa8608f,495,Como,Como - Milan MXP ✈ - Genoa,,,2026-05-21T06:00:00Z,2026-05-21T03:28:36
9565d91d-e2a6-42dc-92fc-5bd025d689d6,N1503,Paris (Pershing - Porte Maillot),Paris - Turin - Naples,0.0,2026-05-20T19:54:55Z,2026-05-21T06:05:00Z,2026-05-21T03:28:36
1ad61f9f-c677-4a33-a024-bc1b0b7aa2c6,510,Rome Tiburtina Bus station,Genoa - Rome,,,2026-05-21T06:30:00Z,2026-05-21T03:28:36
351c08e9-4d2a-4ee6-a238-bf9ecb53cb27,N758,Florence (Villa Costanza),Florence - Barcelona,0.0,2026-05-21T01:25:55Z,2026-05-21T06:40:00Z,2026-05-21T03:28:36
2968a331-76f9-410a-8be6-f59382e537b4,500,Milan (Lampugnano bus station),Milan - Genoa/Rome/Aprilia,,,2026-05-21T06:40:00Z,2026-05-21T03:28:36
1de7068b-7bdd-443a-b07f-1e9d52c715b2,N1501,Nice Airport (Bus Station - Terminal 1),Sala Consilina - Nice Airport,0.0,2026-05-20T17:52:23Z,2026-05-21T07:15:00Z,2026-05-21T03:28:36
